Id,Name,Country,City,Latitude,Longitude,Address
2448130000000.0,NH Collection Barcelona Constanza,ES,Barcelona,41.3885274,2.1360471,"Carrer de Déu i Mata, 66, 08029 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08029, ESP"
2473900000000.0,AC Hotel Diagonal L Illa a Marriott Lifestyle Hotel,ES,Barcelona,41.3899609,2.135684,"Avinguda Diagonal, 08029 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08029, ESP"
2482490000000.0,Catalonia Ramblas 4 Sup,ES,Barcelona,41.3856387,2.1668274,"Carrer de Pelai, 28, 08001 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08001, ESP"
2568390000000.0,Hotel Rekord,ES,Barcelona,41.3985449,2.1438237,"Carrer de Muntaner, 352, 08021 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08021, ESP"
2594160000000.0,AC Hotel Victoria Suites a Marriott Lifestyle Hotel,ES,Barcelona,41.3893478,2.1209755,"Carrer de Josep M. de Sagarra, 2, 08034 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08034, ESP"
2602750000000.0,Hotel Barcelona Center,ES,Barcelona,41.3917169,2.1592614,"Carrer de Balmes, 101, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP"
2611340000000.0,Hotel Casa Camper,ES,Barcelona,41.3832414,2.1685298,"Carrer d'Elisabets, 11, 08001 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08001, ESP"
2680060000000.0,Attica 21 Barcelona Mar,ES,Barcelona,41.4052324,2.2117289,"Carrer de Provençals, 10, 08019 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08019, ESP"
2697240000000.0,The Gates Diagonal Barcelona,ES,Barcelona,41.4036219,2.1902808,"08018 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08018, ESP"
2714420000000.0,Novotel Barcelona City,ES,Barcelona,41.4038774,2.1911894,"08018 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08018, ESP"
2748780000000.0,Gran Hotel Torre Catalunya,ES,Barcelona,41.3795572,2.1425457,"Carrer del Rector Triadó, 108, 08014 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08014, ESP"
2826090000000.0,Catalonia Port,ES,Barcelona,41.378751,2.17873,"Carrer Ample, 1, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
2920580000000.0,Hotel Villa Emilia,ES,Barcelona,41.3802469,2.1541149,"Carrer de Calàbria, 115, 08015 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08015, ESP"
2937760000000.0,H10 Marina Barcelona,ES,Barcelona,41.393227,2.1927427,"08005 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08005, ESP"
2954940000000.0,Olivia Plaza Hotel,ES,Barcelona,41.3861459,2.1711594,"Plaça de Catalunya, 19, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
2972120000000.0,Wilson Boutique Hotel,ES,Barcelona,41.3944029,2.150194,"Avinguda Diagonal, 566, 08021 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08021, ESP"
2980710000000.0,Hotel Palace GL,ES,Barcelona,41.3916258,2.1716378,"Gran Via de les Corts Catalanes, 664, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP"
2997890000000.0,Catalonia Barcelona 505,ES,Barcelona,41.4034965,2.1370426,"Carrer de Muntaner, 507, 08022 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08022, ESP"
3032250000000.0,Sunotel Central,ES,Barcelona,41.3841429,2.1616896,"Gran Via de les Corts Catalanes, 570, 08011 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08011, ESP"
3075200000000.0,Catalonia Square 4 Sup,ES,Barcelona,41.3885658,2.1712991,"Ronda de Sant Pere, 9, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP"
3161100000000.0,Eurostars Angli,ES,Barcelona,41.4031654,2.1231637,"Carrer d'Anglí, 60, 08017 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08017, ESP"
3161100000000.0,Catalonia Plaza Catalunya,ES,Barcelona,41.3865289,2.1682919,"Carrer de Bergara, 11, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
3204050000000.0,Hotel 4 Barcelona,ES,Barcelona,41.3959587,2.2008981,"Carrer de la Ciutat de Granada, 1, 08005 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08005, ESP"
3238410000000.0,Hotel Ronda Lesseps,ES,Barcelona,41.408641,2.1478143,"Carrer de Ballester, 58, 08023 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08023, ESP"
3238410000000.0,Zenit Borrell,ES,Barcelona,41.3859873,2.1514021,"Carrer del Comte Borrell, 208, 08029 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08029, ESP"
3324300000000.0,Ilunion Bel Art,ES,Barcelona,41.4101934,2.1695574,"Carrer de Lepant, 406, 08025 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08025, ESP"
3384430000000.0,Hotel 1898,ES,Barcelona,41.3834673,2.1712016,"Carrer la Rambla, 109, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
3393020000000.0,Petit Palace Museum,ES,Barcelona,41.3888014,2.1653738,"Carrer de la Diputació, 250, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP"
3393020000000.0,Gran Hotel Barcino,ES,Barcelona,41.3830582,2.1778267,"Carrer de Jaume I, 6, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
3418790000000.0,HCC St Moritz,ES,Barcelona,41.3908486,2.1680745,"Carrer de la Diputació, 262, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP"
1743760000000.0,Ayre Hotel Rosell n,ES,Barcelona,41.4047382,2.1727127,"Carrer del Rosselló, 390, 08025 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08025, ESP"
1864020000000.0,Petit Palace Barcelona,ES,Barcelona,41.3909816,2.1714938,"Carrer de Roger de Llúria, 21, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP"
1889790000000.0,Zenit Barcelona,ES,Barcelona,41.3949199,2.1468594,"Carrer de Santaló, 8, 08021 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08021, ESP"
1915560000000.0,Tryp Barcelona Apolo Hotel,ES,Barcelona,41.3747031,2.1707106,"Carrer de Cabanes, 10, 08004 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08004, ESP"
1924150000000.0,AC Hotel Irla a Marriott Lifestyle Hotel,ES,Barcelona,41.3948175,2.1434702,"Carrer de Calvet, 40, 08021 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08021, ESP"
1967100000000.0,Hotel Bagu s,ES,Barcelona,41.3827894,2.1715636,"Carrer la Rambla, 105, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
2001450000000.0,Hotel Alimara,ES,Barcelona,41.4337561,2.147327,"Carrer de Berruguete, 08035 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08035, ESP"
2078760000000.0,Hotel Derby,ES,Barcelona,41.3897735,2.1419762,"Carrer de Loreto, 19, 08029 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08029, ESP"
2095940000000.0,Medinaceli,ES,Barcelona,41.3781685,2.1786627,"Plaça del Duc de Medinaceli, 8, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
2156070000000.0,H10 Casanova,ES,Barcelona,41.3842608,2.1609471,"Gran Via de les Corts Catalanes, 557, 08011 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08011, ESP"
2190430000000.0,Arenas Atiram Hotels,ES,Barcelona,41.3904305,2.1262314,"Carrer del Capità Arenas, 20, 08034 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08034, ESP"
2224790000000.0,Hotel Pulitzer,ES,Barcelona,41.386136,2.1682914,"Carrer de Bergara, 6, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
2319280000000.0,Grupotel Gran Via 678,ES,Barcelona,41.392344,2.1729157,"Gran Via de les Corts Catalanes, 678, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP"
2327870000000.0,Alexandra Barcelona A DoubleTree by Hilton,ES,Barcelona,41.3931918,2.16152,"Carrer de Mallorca, 251, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP"
2336460000000.0,Sall s Hotel Pere IV,ES,Barcelona,41.3969273,2.192267,"Carrer de Pallars, 128, 08018 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08018, ESP"
2379410000000.0,Onix Liceo,ES,Barcelona,41.3780229,2.1730782,"Carrer Nou de la Rambla, 36, 08001 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08001, ESP"
2430950000000.0,Hotel Midmost,ES,Barcelona,41.3856173,2.1659487,"Carrer de Gravina, 14, 08001 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08001, ESP"
2439540000000.0,Grand Hotel Central,ES,Barcelona,41.3849695,2.1776631,"Via Laietana, 30, 08003 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08003, ESP"
2516850000000.0,Eurostars Ramblas,ES,Barcelona,41.3780983,2.1762005,"Carrer la Rambla, 22, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
2594160000000.0,Sixtytwo Hotel,ES,Barcelona,41.3930168,2.1646148,"Passeig de Gràcia, 62, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP"
2662880000000.0,Le M ridien Barcelona,ES,Barcelona,41.3837453,2.171014,"08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
2680060000000.0,H10 Metropolitan 4 Sup,ES,Barcelona,41.3875467,2.1673975,"Rambla de Catalunya, 9, 08007 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08007, ESP"
2697240000000.0,Catalonia La Pedrera,ES,Barcelona,41.3986093,2.1625037,"Carrer de Còrsega, 368, 08037 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08037, ESP"
2714420000000.0,Hotel Murmuri Barcelona,ES,Barcelona,41.3941625,2.1597836,"Passatge de la Concepció, 17, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP"
2929170000000.0,Hotel Barcelona Catedral,ES,Barcelona,41.384829,2.1751277,"Carrer dels Capellans, 4, 08002 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08002, ESP"
3023660000000.0,Hotel Casa Fuster G L Monumento,ES,Barcelona,41.3980162,2.1581229,"Passeig de Gràcia, 130, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP"
3032250000000.0,Occidental Atenea Mar Adults Only,ES,Barcelona,41.4023621,2.2119049,"Passeig de Garcia Fària, 39, 08019 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08019, ESP"
3040840000000.0,Monument Hotel,ES,Barcelona,41.3939082,2.1622556,"Passeig de Gràcia, 75, 08008 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08008, ESP"
3100970000000.0,Vincci Gala,ES,Barcelona,41.3895263,2.1747136,"Ronda de Sant Pere, 32, 08010 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08010, ESP"
3126740000000.0,Ayre Hotel Gran V a,ES,Barcelona,41.3732462,2.1474351,"Gran Via de les Corts Catalanes, 322, 08004 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08004, ESP"
3169690000000.0,Catalonia Eixample 1864,ES,Barcelona,41.393599,2.1684151,"Carrer de Roger de Llúria, 60, 08009 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08009, ESP"
3255590000000.0,AC Hotel Barcelona Forum a Marriott Lifestyle Hotel,ES,Barcelona,41.4101306,2.2188047,"Passeig del Taulat, 276, 08019 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08019, ESP"
3264180000000.0,Vincci Bit,ES,Barcelona,41.4114188,2.211756,"Passatge Pallars, 08019 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08019, ESP"
3281360000000.0,Hotel SB Icaria Barcelona,ES,Barcelona,41.3935591,2.1993915,"Avinguda d'Icària, 195, 08005 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08005, ESP"
3332890000000.0,Axel Hotel Barcelona Urban Spa Adults Only,ES,Barcelona,41.3873478,2.1603987,"Carrer d'Aribau, 33, 08011 Barcelona (Barcelona), Espanya, Barcelona, Catalunya 08011, ESP"
